X,Y,record_id,issued_date,expire_date,days_til_expiration,address,parcel_id,lat,lon,ObjectId,address_id
-83.081013,42.354312,PMB2020-01067,2020/03/03 00:00:00+00,2023/09/24 00:00:00+00,319,5220 COMMONWEALTH,08006062.,42.354312,-83.081013,3316,46774
-83.078497,42.35115,PMB2020-01049,2021/03/04 00:00:00+00,2023/09/24 00:00:00+00,319,4811 TRUMBULL,08005855.,42.35115,-83.078497,3317,45409
-83.110426,42.33398,PMB2010-01821,2020/03/19 00:00:00+00,2023/09/24 00:00:00+00,319,4031 31ST,16011220.,42.33398,-83.110426,3318,149986
-83.224612,42.391607,PMB2018-01853,2019/10/23 00:00:00+00,2023/09/24 00:00:00+00,319,14312 GLASTONBURY,22081945.,42.391607,-83.224612,3319,124349
-83.110067,42.333486,PMB2010-01816,2020/03/19 00:00:00+00,2023/09/24 00:00:00+00,319,3911 31ST,16011225.,42.333486,-83.110067,3320,148939
-83.242757,42.371568,PMB2021-01124,2021/05/11 00:00:00+00,2023/09/24 00:00:00+00,319,20601 PLYMOUTH,22005441-8,42.371568,-83.242757,3321,172048
-83.157308,42.428123,PMB2016-00836,2020/01/21 00:00:00+00,2023/09/24 00:00:00+00,319,18616 WISCONSIN,16034869.,42.428123,-83.157308,3322,16839
-83.079386,42.350166,PMB2004-18591,2021/01/25 00:00:00+00,2023/09/24 00:00:00+00,319,4747 COMMONWEALTH,08006222.,42.350166,-83.079386,3323,45992
-83.003213,42.363353,PMB2008-00001,2020/11/03 00:00:00+00,2023/09/25 00:00:00+00,320,2932 VAN DYKE,17009263.,42.363353,-83.003213,3324,338533
-82.959724,42.402875,PMB2006-07917,2019/09/25 00:00:00+00,2023/09/25 00:00:00+00,320,5786 MANISTIQUE,21061286.,42.402875,-82.959724,3325,313707
-83.107543,42.335083,PMB2010-01781,2020/03/19 00:00:00+00,2023/09/25 00:00:00+00,320,4037 28TH,14011266.,42.335083,-83.107543,3326,150212
-83.10763,42.3352,PMB2010-01782,2020/02/27 00:00:00+00,2023/09/25 00:00:00+00,320,4043 28TH,14011264-5,42.3352,-83.10763,3327,150228
-83.281867,42.410889,PMB2019-01492,2019/09/25 00:00:00+00,2023/09/25 00:00:00+00,320,16600 FENTON,22123637.002,42.410889,-83.281867,3328,106563
,,PMB2018-06524,2020/01/23 00:00:00+00,2023/09/25 00:00:00+00,320,19509 BURT RD,,,,3329,
-83.019307,42.343379,PMB2005-14242,2020/03/02 00:00:00+00,2023/09/25 00:00:00+00,320,3118 E. LAFAYETTE,13000451.002,42.343379,-83.019307,3330,249959
-83.10947,42.333426,PMB2010-01812,2020/03/19 00:00:00+00,2023/09/25 00:00:00+00,320,3894 31ST,16010963-4,42.333426,-83.10947,3331,151563
-82.93681,42.418198,PMB2018-03062,2019/10/01 00:00:00+00,2023/09/25 00:00:00+00,320,9151 OLDTOWN,21075453.,42.418198,-82.93681,3332,294002
-83.229522,42.418047,PMB2019-01490,2019/11/18 00:00:00+00,2023/09/26 00:00:00+00,321,17289 WARWICK,22086308.,42.418047,-83.229522,3333,118699
-83.093731,42.315874,PMB2004-24386,2019/11/18 00:00:00+00,2023/09/26 00:00:00+00,321,1174 MCKINSTRY,14010285.,42.315874,-83.093731,3334,177894
,,PMB2018-02739,2019/09/26 00:00:00+00,2023/09/26 00:00:00+00,321,690 ALTER ROAD,,,,3335,
-83.17238,42.423233,PMB2019-03496,2019/11/14 00:00:00+00,2023/09/26 00:00:00+00,321,18074 Steel,22022476.,42.423233,-83.17238,3336,18841
-83.105148,42.332511,PMB2018-05977,2019/09/27 00:00:00+00,2023/09/26 00:00:00+00,321,3540 28TH,14010894.,42.332511,-83.105148,3337,148781
-83.22747,42.387857,PMB2009-03181,2019/10/01 00:00:00+00,2023/09/26 00:00:00+00,321,13993 ARTESIAN,22085221.,42.387857,-83.22747,3338,125048
-83.171893,42.414863,PMB2020-00236,2020/03/09 00:00:00+00,2023/09/26 00:00:00+00,321,16840 Steel,22022430.,42.414863,-83.171893,3339,94365
-83.251101,42.410177,PMB2019-01527,2020/11/04 00:00:00+00,2023/09/26 00:00:00+00,321,16545 WESTBROOK,22110120.,42.410177,-83.251101,3340,126682
,,PMB2020-01139,2020/03/05 00:00:00+00,2023/09/26 00:00:00+00,321,1520 WEST HANCOCK,,,,3341,
-82.941029,42.426557,PMB2011-01800,2019/09/27 00:00:00+00,2023/09/27 00:00:00+00,322,11506 SOMERSET,21067320.006,42.426557,-82.941029,3342,312074
-82.984771,42.446977,PMB2019-02876,2020/01/24 00:00:00+00,2023/09/27 00:00:00+00,322,13631 Edmore,21026606-7,42.446977,-82.984771,3343,188702
-82.951566,42.394458,PMB2007-00526,2019/12/18 00:00:00+00,2023/09/27 00:00:00+00,322,4449 WAYBURN,21063941-2,42.394458,-82.951566,3344,320364
-83.269986,42.381288,PMB2019-00108,2020/07/14 00:00:00+00,2023/09/27 00:00:00+00,322,12811 RIVERDALE,22120897.,42.381288,-83.269986,3345,113013
-83.082106,42.36909,PMB2016-03547,2019/09/30 00:00:00+00,2023/09/27 00:00:00+00,322,877 SEVILLE ROW,04001568.001,42.36909,-83.082106,3346,336190
-83.282818,42.409228,PMB2018-04463,2020/01/24 00:00:00+00,2023/09/27 00:00:00+00,322,24531 FLORENCE,22012464.,42.409228,-83.282818,3347,106516
-83.27,42.381174,PMB2017-00120,2020/07/13 00:00:00+00,2023/09/27 00:00:00+00,322,12801 RIVERDALE DR,22120898.,42.381174,-83.27,3348,112997
-83.12189,42.311242,PMB2012-03236,2021/07/28 00:00:00+00,2023/09/27 00:00:00+00,322,7312 NAVY,18001112.,42.311242,-83.12189,3349,35012
-83.265236,42.432945,PMB2015-00224,2019/09/27 00:00:00+00,2023/09/27 00:00:00+00,322,19430 BEAVERLAND,22118491.,42.432945,-83.265236,3350,107750
,,PMB2019-00209,2020/07/20 00:00:00+00,2023/09/27 00:00:00+00,322,12803 WEST PARKWAY,,,,3351,
-83.269474,42.38091,PMB2011-03974,2020/10/05 00:00:00+00,2023/09/27 00:00:00+00,322,12740 RIVERDALE DR,22120626.,42.38091,-83.269474,3352,112937
-83.052066,42.347366,PMB2004-11174,2021/07/20 00:00:00+00,2023/09/28 00:00:00+00,323,3402 BRUSH,01003829.001,42.347366,-83.052066,3353,539485
-83.024619,42.342773,PMB2003-01841,2021/06/09 00:00:00+00,2023/09/29 00:00:00+00,324,1066 CHENE,11000226-311,42.342773,-83.024619,3354,249600
-83.025177,42.342776,PMB2003-01842,2020/10/22 00:00:00+00,2023/09/29 00:00:00+00,324,1080 CHENE,11000226-311,42.342776,-83.025177,3355,249211
-83.023666,42.342742,PMB2003-01441,2021/05/26 00:00:00+00,2023/09/29 00:00:00+00,324,1079 JOSEPH CAMPAU,11000226-311,42.342742,-83.023666,3356,249606
-83.024251,42.341943,PMB2003-01846,2021/06/09 00:00:00+00,2023/09/29 00:00:00+00,324,2651 LAFAYETTE,11000226-311,42.341943,-83.024251,3357,249384
-83.024123,42.342413,PMB2003-01838,2021/06/09 00:00:00+00,2023/09/29 00:00:00+00,324,1050 CHENE,11000226-311,42.342413,-83.024123,3358,249523
-83.022551,42.342672,PMB2003-01843,2021/06/09 00:00:00+00,2023/09/29 00:00:00+00,324,2701 LAFAYETTE,11000226-311,42.342672,-83.022551,3359,249589
,,PMB2003-01845,2021/06/09 00:00:00+00,2023/09/29 00:00:00+00,324,2671 LAFAYETTE,,,,3360,
-83.024841,42.343134,PMB2003-01836,2021/06/09 00:00:00+00,2023/09/29 00:00:00+00,324,2640 MACOMB,11000226-311,42.343134,-83.024841,3361,249857
-83.151084,42.333568,PMB2019-03002,2019/10/02 00:00:00+00,2023/09/30 00:00:00+00,325,5734 LAWNDALE,20006299.,42.333568,-83.151084,3362,164338
-83.2032,42.40158,PMB2004-01882,2020/10/14 00:00:00+00,2023/09/30 00:00:00+00,325,15900 FENKELL,22011326.001,42.40158,-83.2032,3363,145699
-83.235278,42.417154,PMB2017-00574,2019/09/30 00:00:00+00,2023/09/30 00:00:00+00,325,17227 ANNCHESTER,22092045.,42.417154,-83.235278,3364,112100
-83.184762,42.423448,PMB2019-03060,2019/12/16 00:00:00+00,2023/09/30 00:00:00+00,325,14055 CURTIS,22014665-6,42.423448,-83.184762,3365,66862
-82.948371,42.419609,PMB2004-19692,2020/07/08 00:00:00+00,2023/09/30 00:00:00+00,325,10727 NOTTINGHAM,21066745.,42.419609,-82.948371,3366,318184
-83.157984,42.354938,PMB2019-02784,2019/09/30 00:00:00+00,2023/09/30 00:00:00+00,325,8253 Wyoming,18016190-1,42.354938,-83.157984,3367,189229
-82.95108,42.417728,PMB2020-01346,2020/04/15 00:00:00+00,2023/09/30 00:00:00+00,325,10589 BEACONSFIELD,21066114.,42.417728,-82.95108,3368,317958
-83.134905,42.415369,PMB2010-02569,2021/04/20 00:00:00+00,2023/09/30 00:00:00+00,325,16830 FAIRFIELD,12012111.,42.415369,-83.134905,3369,28384
-83.260613,42.436559,PMB2019-01035,2019/10/08 00:00:00+00,2023/09/30 00:00:00+00,325,22134 PEMBROKE,22017998.,42.436559,-83.260613,3370,107404
-83.025601,42.347012,PMB2004-13828,2021/05/15 00:00:00+00,2023/10/01 00:00:00+00,326,1940 CHENE,11002865-75,42.347012,-83.025601,3371,543913
-83.02628,42.345898,PMB2004-13825,2021/06/05 00:00:00+00,2023/10/01 00:00:00+00,326,1971 CHENE,11003175.,42.345898,-83.02628,3372,543912
-83.02628,42.345898,PMB2004-13829,2021/06/05 00:00:00+00,2023/10/01 00:00:00+00,326,1951 CHENE,11003175.,42.345898,-83.02628,3373,251092
-83.026591,42.345436,PMB2005-17244,2021/05/15 00:00:00+00,2023/10/01 00:00:00+00,326,1921 CHENE,11003175.,42.345436,-83.026591,3374,250536
-83.025077,42.346998,PMB2004-13814,2021/05/15 00:00:00+00,2023/10/01 00:00:00+00,326,1920 CHENE,11002865-75,42.346998,-83.025077,3375,251380
-83.080039,42.351326,PMB2017-03047,2021/03/02 00:00:00+00,2023/10/01 00:00:00+00,326,4851 COMMONWEALTH,08006212.,42.351326,-83.080039,3376,46295
-83.078708,42.351452,PMB2020-01162,2021/03/11 00:00:00+00,2023/10/01 00:00:00+00,326,4833 TRUMBULL,08005851.,42.351452,-83.078708,3377,46326
-83.025368,42.346669,PMB2005-17259,2021/06/05 00:00:00+00,2023/10/01 00:00:00+00,326,1900 CHENE,11002865-75,42.346669,-83.025368,3378,251274
-83.027226,42.345596,PMB2004-13820,2021/05/15 00:00:00+00,2023/10/01 00:00:00+00,326,1901 CHENE,11003175.,42.345596,-83.027226,3379,543705
-83.027226,42.345596,PMB2005-17253,2021/05/15 00:00:00+00,2023/10/01 00:00:00+00,326,1911 CHENE,11003175.,42.345596,-83.027226,3380,544895
-83.150933,42.337084,PMB2004-19077,2021/09/30 00:00:00+00,2023/10/01 00:00:00+00,326,8365 SMART,20009662.,42.337084,-83.150933,3381,188316
-83.227037,42.393264,PMB2016-02076,2019/12/04 00:00:00+00,2023/10/01 00:00:00+00,326,14438 ARTESIAN,22084605.,42.393264,-83.227037,3382,124433
-83.258284,42.412684,PMB2019-00917,2019/10/02 00:00:00+00,2023/10/01 00:00:00+00,326,16770 ROCKDALE,22114281.,42.412684,-83.258284,3383,130348
-83.026591,42.345436,PMB2004-13826,2021/05/15 00:00:00+00,2023/10/01 00:00:00+00,326,1931 CHENE,11003175.,42.345436,-83.026591,3384,544035
-83.126394,42.33258,PMB2019-01788,2019/10/08 00:00:00+00,2023/10/01 00:00:00+00,326,6635 FERN,18002530.,42.33258,-83.126394,3385,165826
-82.999415,42.417332,PMB2019-02877,2020/02/07 00:00:00+00,2023/10/02 00:00:00+00,327,11782 Nashville,21013673.,42.417332,-82.999415,3386,223425
-83.207399,42.422726,PMB2019-02781,2019/12/11 00:00:00+00,2023/10/02 00:00:00+00,327,18107 ST MARYS,22058936.002,42.422726,-83.207399,3387,63106
-83.222109,42.441752,PMB2021-02035,2021/09/02 00:00:00+00,2023/10/02 00:00:00+00,327,20268 Rosemont,22076715.,42.441752,-83.222109,3388,96440
-82.94185,42.408718,PMB2011-02656,2020/02/28 00:00:00+00,2023/10/02 00:00:00+00,327,5745 AUDUBON,21072063.,42.408718,-82.94185,3389,324382
-83.019722,42.400171,PMB2005-13502,2019/11/14 00:00:00+00,2023/10/03 00:00:00+00,328,8169 TRAVERSE,17002079.,42.400171,-83.019722,3390,54893
-83.224556,42.389206,PMB2012-04640,2019/10/03 00:00:00+00,2023/10/03 00:00:00+00,328,14112 GLASTONBURY,22081925.,42.389206,-83.224556,3391,121885
-83.15137,42.335679,PMB2004-20849,2019/10/03 00:00:00+00,2023/10/03 00:00:00+00,328,5926 TRENTON,20010482.,42.335679,-83.15137,3392,186822
-83.071653,42.373261,PMB2017-02097,2020/02/19 00:00:00+00,2023/10/04 00:00:00+00,329,234 E BETHUNE,01002108.,42.373261,-83.071653,3393,340584
-83.235271,42.402365,PMB2017-00322,2020/09/29 00:00:00+00,2023/10/04 00:00:00+00,329,15413 AUBURN,22092608.,42.402365,-83.235271,3394,126345
-83.237811,42.40284,PMB2017-04836,2019/10/23 00:00:00+00,2023/10/04 00:00:00+00,329,15421 EVERGREEN,22096383.,42.40284,-83.237811,3395,118917
-83.207698,42.416783,PMB2004-01724,2020/01/23 00:00:00+00,2023/10/04 00:00:00+00,329,17158 MURRAY HILL,22060080.,42.416783,-83.207698,3396,63134
-83.122024,42.336683,PMB2019-01959,2021/06/05 00:00:00+00,2023/10/05 00:00:00+00,330,6130 HORATIO,16001802.,42.336683,-83.122024,3397,150514
-82.947067,42.360546,PMB2004-10533,2021/06/05 00:00:00+00,2023/10/06 00:00:00+00,331,326 KEELSON,21000078-83,42.360546,-82.947067,3398,336987
-82.947418,42.361071,PMB2004-10536,2021/06/05 00:00:00+00,2023/10/06 00:00:00+00,331,274 KEELSON,21000078-83,42.361071,-82.947418,3399,337224
-82.946698,42.359962,PMB2004-10529,2021/06/05 00:00:00+00,2023/10/06 00:00:00+00,331,352 KEELSON,21000078-83,42.359962,-82.946698,3400,334612
-83.080164,42.350186,PMB2004-16171,2020/03/04 00:00:00+00,2023/10/07 00:00:00+00,332,4766 AVERY,08007022.,42.350186,-83.080164,3401,45995
-83.081115,42.372005,PMB2020-00468,2020/02/06 00:00:00+00,2023/10/07 00:00:00+00,332,731 DELAWARE,04001763.,42.372005,-83.081115,3402,340133
-83.081026,42.354395,PMB2020-03004,2021/01/12 00:00:00+00,2023/10/07 00:00:00+00,332,5224 COMMONWEALTH,08006063.,42.354395,-83.081026,3403,46782
-83.268867,42.410434,PMB2018-04092,2019/11/19 00:00:00+00,2023/10/07 00:00:00+00,332,16541 HAZELTON,22120142.,42.410434,-83.268867,3404,132817
-83.228494,42.4214,PMB2018-04260,2019/10/23 00:00:00+00,2023/10/07 00:00:00+00,332,17665 SUNDERLAND RD,22085014.,42.4214,-83.228494,3405,118394
-83.081194,42.354702,PMB2020-01058,2020/03/03 00:00:00+00,2023/10/07 00:00:00+00,332,5250 COMMONWEALTH,08006067.,42.354702,-83.081194,3406,46806
,,PMB2019-02707,2019/10/07 00:00:00+00,2023/10/07 00:00:00+00,332,16810 Ward,,,,3407,
-83.079921,42.352305,PMB2004-18608,2021/02/16 00:00:00+00,2023/10/08 00:00:00+00,333,5030 COMMONWEALTH,08006047.,42.352305,-83.079921,3408,46473
-83.263822,42.440856,PMB2018-06523,2020/01/27 00:00:00+00,2023/10/08 00:00:00+00,333,20284 ALDERTON,22116714.009,42.440856,-83.263822,3409,104828
-83.151303,42.331801,PMB2018-02332,2019/11/01 00:00:00+00,2023/10/08 00:00:00+00,333,5627 CABOT,20007913.,42.331801,-83.151303,3410,164586
-83.222179,42.434779,PMB2019-03163,2021/06/02 00:00:00+00,2023/10/08 00:00:00+00,333,19483 ROSEMONT,22076797.,42.434779,-83.222179,3411,117170
-83.177036,42.398358,PMB2017-03580,2020/01/15 00:00:00+00,2023/10/08 00:00:00+00,333,14871 SNOWDEN,22028308.,42.398358,-83.177036,3412,85092
,,PMB2019-03190,2020/11/02 00:00:00+00,2023/10/08 00:00:00+00,333,1532 WEST HANCOCK,,,,3413,
-83.077364,42.346604,PMB2020-01529,2021/03/20 00:00:00+00,2023/10/08 00:00:00+00,333,4239 Commonwealth,08006250.,42.346604,-83.077364,3414,45245
-83.234097,42.402822,PMB2013-00835,2019/10/10 00:00:00+00,2023/10/08 00:00:00+00,333,15445 MINOCK,22091222.,42.402822,-83.234097,3415,121042
-83.258765,42.433902,PMB2005-17566,2019/12/03 00:00:00+00,2023/10/08 00:00:00+00,333,19475 LAHSER,22113629.002L,42.433902,-83.258765,3416,108159
-83.21726,42.426315,PMB2019-03216,2019/11/20 00:00:00+00,2023/10/08 00:00:00+00,333,18515 ARCHDALE,22071692.,42.426315,-83.21726,3417,78767
-83.079885,42.352218,PMB2004-18606,2020/10/29 00:00:00+00,2023/10/08 00:00:00+00,333,5022 COMMONWEALTH,08006046.,42.352218,-83.079885,3418,46465
-83.000556,42.372812,PMB2008-06432,2019/10/08 00:00:00+00,2023/10/08 00:00:00+00,333,4103 CRANE,19010215.,42.372812,-83.000556,3419,4915
-83.080115,42.350092,PMB2004-16170,2020/12/01 00:00:00+00,2023/10/09 00:00:00+00,334,4758 AVERY,08007021.,42.350092,-83.080115,3420,45977
-83.19605,42.406345,PMB2019-03751,2019/12/16 00:00:00+00,2023/10/09 00:00:00+00,334,15750 Whitcomb,22047527.,42.406345,-83.19605,3421,141433
-83.281767,42.435827,PMB2018-01027,2020/01/08 00:00:00+00,2023/10/09 00:00:00+00,334,24411 PEMBROKE,22017932.,42.435827,-83.281767,3422,127718
-83.148697,42.405664,PMB2019-01305,2019/12/13 00:00:00+00,2023/10/09 00:00:00+00,334,15487 TURNER,16028041.,42.405664,-83.148697,3423,90353
-83.002738,42.372388,PMB2019-02957,2020/09/22 00:00:00+00,2023/10/09 00:00:00+00,334,4133 BURNS,17006574.,42.372388,-83.002738,3424,3643
-82.948392,42.434381,PMB2018-04138,2020/07/09 00:00:00+00,2023/10/10 00:00:00+00,335,18790 KINGSVILLE,21080262.,42.434381,-82.948392,3425,304972
-83.163126,42.361331,PMB2013-01097,2021/08/21 00:00:00+00,2023/10/10 00:00:00+00,335,9109 BIRWOOD,18017031.,42.361331,-83.163126,3426,208034
-83.177052,42.355202,PMB2006-00484,2019/10/10 00:00:00+00,2023/10/10 00:00:00+00,335,8290 SCHAEFER,22029582-88,42.355202,-83.177052,3427,187790
-83.236573,42.420009,PMB2019-03409,2020/11/23 00:00:00+00,2023/10/10 00:00:00+00,335,17543 Westmoreland,22093432.,42.420009,-83.236573,3428,109786
-82.992567,42.380592,PMB2019-02928,2019/12/17 00:00:00+00,2023/10/10 00:00:00+00,335,4518 BEWICK,21037181.,42.380592,-82.992567,3429,300802
-83.018056,42.34286,PMB2019-02972,2020/03/02 00:00:00+00,2023/10/10 00:00:00+00,335,623 McDougall,13000454.011,42.34286,-83.018056,3430,249814
-83.156944,42.357419,PMB2004-03102,2019/11/07 00:00:00+00,2023/10/10 00:00:00+00,335,8555 KENTUCKY,18015769.,42.357419,-83.156944,3431,195574
-83.233411,42.399654,PMB2016-02013,2021/04/14 00:00:00+00,2023/10/10 00:00:00+00,335,15096 MINOCK,22090843.,42.399654,-83.233411,3432,123508
-83.003155,42.354707,PMB2019-02595,2019/11/18 00:00:00+00,2023/10/11 00:00:00+00,336,7404 ST PAUL,17012649.003,42.354707,-83.003155,3433,330127
-83.067239,42.365917,PMB2005-13044,2019/10/11 00:00:00+00,2023/10/11 00:00:00+00,336,214 HARPER,01001705-6,42.365917,-83.067239,3434,545130
-83.110766,42.368266,PMB2019-03230,2020/03/20 00:00:00+00,2023/10/11 00:00:00+00,336,2989 CARTER,12002246.,42.368266,-83.110766,3435,56761
-83.269487,42.381185,PMB2010-02792,2020/09/02 00:00:00+00,2023/10/11 00:00:00+00,336,12800 RIVERDALE DR,22120627.,42.381185,-83.269487,3436,111515
-82.928799,42.405591,PMB2018-06535,2019/10/15 00:00:00+00,2023/10/11 00:00:00+00,336,17125 NEW YORK,21002130-4,42.405591,-82.928799,3437,321999
,,PMB2012-04258,2020/06/26 00:00:00+00,2023/10/12 00:00:00+00,337,18847 KELLY RD,,,,3438,
-83.07948,42.350385,PMB2004-18593,2020/03/09 00:00:00+00,2023/10/14 00:00:00+00,339,4767 COMMONWEALTH,08006220.,42.350385,-83.07948,3439,46017
-83.227302,42.368852,PMB2019-03395,2019/10/31 00:00:00+00,2023/10/14 00:00:00+00,339,10006 WARWICK,22085932.,42.368852,-83.227302,3440,181467
-83.256567,42.439977,PMB2020-00170,2020/01/16 00:00:00+00,2023/10/14 00:00:00+00,339,20201 Burgess,22112178.,42.439977,-83.256567,3441,95045
-82.945734,42.422878,PMB2004-19801,2020/09/17 00:00:00+00,2023/10/14 00:00:00+00,339,11077 NOTTINGHAM,21066710.,42.422878,-82.945734,3442,318226
-83.246633,42.410553,PMB2005-13289,2019/01/25 00:00:00+00,2023/10/14 00:00:00+00,339,16565 PIERSON,22106887.,42.410553,-83.246633,3443,119164
-83.079264,42.351121,PMB2020-01116,2020/03/05 00:00:00+00,2023/10/14 00:00:00+00,339,4822 COMMONWEALTH,08006037.,42.351121,-83.079264,3444,46253
-83.078318,42.349466,PMB2004-18590,2021/03/03 00:00:00+00,2023/10/14 00:00:00+00,339,4560 COMMONWEALTH,08006026.,42.349466,-83.078318,3445,45855
-83.207968,42.439495,PMB2019-03300,2019/10/21 00:00:00+00,2023/10/14 00:00:00+00,339,20011 ST MARYS,22058821.015,42.439495,-83.207968,3446,53474
-83.245354,42.420823,PMB2018-06938,2019/11/15 00:00:00+00,2023/10/14 00:00:00+00,339,17625 PATTON,22104390.,42.420823,-83.245354,3447,98553
-83.078497,42.350702,PMB2004-15381,2021/01/26 00:00:00+00,2023/10/14 00:00:00+00,339,1521 W HANCOCK,08005857.,42.350702,-83.078497,3448,46127
-83.136074,42.441383,PMB2004-15364,2020/01/31 00:00:00+00,2023/10/15 00:00:00+00,340,20066 STRATFORD,02005183.,42.441383,-83.136074,3449,293446
-83.260596,42.442599,PMB2004-15995,2021/08/13 00:00:00+00,2023/10/15 00:00:00+00,340,22045 EIGHT MILE,22019030.003,42.442599,-83.260596,3450,105683
-82.949181,42.416807,PMB2017-04230,2020/09/23 00:00:00+00,2023/10/15 00:00:00+00,340,10381 SOMERSET,21067385.,42.416807,-82.949181,3451,293839
-82.993453,42.373596,PMB2010-04323,2020/03/04 00:00:00+00,2023/10/15 00:00:00+00,340,9379 EMMONS,19000959.,42.373596,-82.993453,3452,299749
-82.98245,42.442937,PMB2020-01158,2020/07/14 00:00:00+00,2023/10/15 00:00:00+00,340,13820 Rossini,21024880.,42.442937,-82.98245,3453,209271
-83.108083,42.339165,PMB2010-03533,2019/11/14 00:00:00+00,2023/10/15 00:00:00+00,340,4247 RICH,14000937-0,42.339165,-83.108083,3454,151923
-83.078946,42.350542,PMB2013-01285,2021/04/20 00:00:00+00,2023/10/15 00:00:00+00,340,4766 COMMONWEALTH,08006034.,42.350542,-83.078946,3455,46080
,,PMB2018-02619,2020/02/25 00:00:00+00,2023/10/15 00:00:00+00,340,3537 W OUTER DRIVE,,,,3456,
-83.152866,42.420967,PMB2004-01562,2020/01/31 00:00:00+00,2023/10/15 00:00:00+00,340,17515 ROSELAWN,16030730.,42.420967,-83.152866,3457,11766
-83.104034,42.313616,PMB2019-02592,2019/11/27 00:00:00+00,2023/10/16 00:00:00+00,341,1501 CAVALRY,16015153.,42.313616,-83.104034,3458,153429
-83.117599,42.325914,PMB2019-01626,2020/02/13 00:00:00+00,2023/10/16 00:00:00+00,341,6338 Otis,18010248.,42.325914,-83.117599,3459,158684
-83.241586,42.407002,PMB2004-26546,2020/09/21 00:00:00+00,2023/10/16 00:00:00+00,341,15866 STOUT,22101308.,42.407002,-83.241586,3460,128265
-82.946598,42.408358,PMB2016-01116,2019/10/16 00:00:00+00,2023/10/16 00:00:00+00,341,5911 DEVONSHIRE,21070545.,42.408358,-82.946598,3461,324226
-83.16449,42.407157,PMB2019-03293,2019/12/09 00:00:00+00,2023/10/16 00:00:00+00,341,15775 BIRWOOD,16042505.,42.407157,-83.16449,3462,92892
-83.11411,42.367461,PMB2017-02744,2019/11/18 00:00:00+00,2023/10/16 00:00:00+00,341,3302 CARTER,12002285.,42.367461,-83.11411,3463,56204
-83.031716,42.439808,PMB2018-01802,2019/12/17 00:00:00+00,2023/10/16 00:00:00+00,341,19674 HELEN,15009209.,42.439808,-83.031716,3464,266936
-82.944962,42.357253,PMB2019-03455,2019/11/08 00:00:00+00,2023/10/17 00:00:00+00,342,196 Keelson,21000077.003,42.357253,-82.944962,3465,334254
-82.929606,42.41546,PMB2019-03525,2019/11/19 00:00:00+00,2023/10/17 00:00:00+00,342,5970 Neff,21076224.,42.41546,-82.929606,3466,308041
-82.920676,42.408703,PMB2015-01558,2019/10/17 00:00:00+00,2023/10/17 00:00:00+00,342,4880 MARSEILLES,21077565.,42.408703,-82.920676,3467,324433
-83.232732,42.418998,PMB2019-03198,2019/12/06 00:00:00+00,2023/10/17 00:00:00+00,342,17400 HUNTINGTON,22089588.001,42.418998,-83.232732,3468,115925
-82.941689,42.431185,PMB2020-01599,2020/09/16 00:00:00+00,2023/10/17 00:00:00+00,342,19435 MCCORMICK,21079990.,42.431185,-82.941689,3469,305286
-83.214627,42.412807,PMB2019-03760,2019/12/13 00:00:00+00,2023/10/17 00:00:00+00,342,16735 Oakfield,22069688.,42.412807,-83.214627,3470,144840
-83.204369,42.402261,PMB2019-03324,2019/12/06 00:00:00+00,2023/10/17 00:00:00+00,342,15337 Rutherford,22056498.,42.402261,-83.204369,3471,145731
-82.941678,42.397225,PMB2004-12291,2019/10/17 00:00:00+00,2023/10/17 00:00:00+00,342,4401 BUCKINGHAM,21069871.,42.397225,-82.941678,3472,313309
-83.112821,42.305437,PMB2004-23700,2020/07/14 00:00:00+00,2023/10/17 00:00:00+00,342,7026 W LAFAYETTE,18000568.,42.305437,-83.112821,3473,29407
-83.132647,42.301934,PMB2018-07085,2020/08/20 00:00:00+00,2023/10/17 00:00:00+00,342,9157 LONGWORTH,20002943.,42.301934,-83.132647,3474,47716
-83.235906,42.440765,PMB2007-05482,2021/04/22 00:00:00+00,2023/10/17 00:00:00+00,342,20221 ANNCHESTER,22091891.,42.440765,-83.235906,3475,95917
-83.271192,42.381583,PMB2004-25098,2020/07/22 00:00:00+00,2023/10/18 00:00:00+00,343,12837 VIRGIL,22121312.,42.381583,-83.271192,3476,113105
,,PMB2016-03323,2020/05/18 00:00:00+00,2023/10/18 00:00:00+00,343,1915 EWALD CIRCLE,,,,3477,
,,PMB2019-03320,2020/05/18 00:00:00+00,2023/10/18 00:00:00+00,343,2011 Ewald Circle,,,,3478,
-83.099397,42.36903,PMB2019-03671,2019/12/05 00:00:00+00,2023/10/18 00:00:00+00,343,2219 Euclid,10001649.,42.36903,-83.099397,3479,57418
-83.258753,42.434212,PMB2006-01815,2019/10/22 00:00:00+00,2023/10/18 00:00:00+00,343,19495 LAHSER,22113627.002L,42.434212,-83.258753,3480,130115
-83.093524,42.315099,PMB2012-03191,2020/01/21 00:00:00+00,2023/10/18 00:00:00+00,343,1122 MCKINSTRY,14010277.,42.315099,-83.093524,3481,154011
,,PMB2005-19181,2019/10/30 00:00:00+00,2023/10/18 00:00:00+00,343,12878 SOUTHFIELD,,,,3482,
-82.965703,42.448332,PMB2019-03711,2020/03/05 00:00:00+00,2023/10/18 00:00:00+00,343,15205 COLLINGHAM,21027177.,42.448332,-82.965703,3483,101773
